old_id,innovation_old_id,key,value
47748,36440,advertising_promotion_A15,
47750,36440,volume_B16,
47751,36440,net_sales_B16,
47752,36440,contributing_margin_B16,
47753,36440,central_investment_B16,
47754,36440,advertising_promotion_B16,
47756,36440,volume_LE3_16,
47757,36440,net_sales_LE3_16,
47758,36440,contributing_margin_LE3_16,
47759,36440,central_investment_LE3_16,
47760,36440,advertising_promotion_LE3_16,
47762,36440,volume_B17_initial,
47763,36440,net_sales_B17_initial,
47764,36440,contributing_margin_B17_initial,
47765,36440,central_investment_B17_initial,
47766,36440,advertising_promotion_B17_initial,
47768,36456,volume_A15,3
47769,36456,net_sales_A15,-221
47770,36456,contributing_margin_A15,-439
47771,36456,central_investment_A15,-27
47772,36456,advertising_promotion_A15,-3394
47774,36456,volume_B16,10
47775,36456,net_sales_B16,466
47776,36456,contributing_margin_B16,302
47777,36456,central_investment_B16,0
47778,36456,advertising_promotion_B16,-1104
47780,36456,volume_LE3_16,14
47781,36456,net_sales_LE3_16,648
47782,36456,contributing_margin_LE3_16,654
47783,36456,central_investment_LE3_16,0
47784,36456,advertising_promotion_LE3_16,-1194
47786,36456,volume_B17_initial,8
47787,36456,net_sales_B17_initial,299
47788,36456,contributing_margin_B17_initial,165
47789,36456,central_investment_B17_initial,0
47790,36456,advertising_promotion_B17_initial,-196
47792,36472,volume_A15,16
47793,36472,net_sales_A15,950
47794,36472,contributing_margin_A15,558
47795,36472,central_investment_A15,-70
47796,36472,advertising_promotion_A15,-150
47798,36472,volume_B16,20
47799,36472,net_sales_B16,1299
47800,36472,contributing_margin_B16,843
47801,36472,central_investment_B16,-25
47802,36472,advertising_promotion_B16,-150
47804,36472,volume_LE3_16,16
47805,36472,net_sales_LE3_16,973
47806,36472,contributing_margin_LE3_16,604
47807,36472,central_investment_LE3_16,-25
47808,36472,advertising_promotion_LE3_16,-150
47810,36472,volume_B17_initial,15
47811,36472,net_sales_B17_initial,1092
47812,36472,contributing_margin_B17_initial,595
47813,36472,central_investment_B17_initial,-30
47814,36472,advertising_promotion_B17_initial,-120
47816,36491,volume_A15,77
47817,36491,net_sales_A15,5301
47818,36491,contributing_margin_A15,3438
47819,36491,central_investment_A15,-1205
47820,36491,advertising_promotion_A15,-2745
47822,36491,volume_B16,108
47823,36491,net_sales_B16,7333
47824,36491,contributing_margin_B16,4636
47825,36491,central_investment_B16,-330
47826,36491,advertising_promotion_B16,-3381
47828,36491,volume_LE3_16,85
47829,36491,net_sales_LE3_16,5461
47830,36491,contributing_margin_LE3_16,3334
47831,36491,central_investment_LE3_16,-933
47832,36491,advertising_promotion_LE3_16,-3005
47834,36491,volume_B17_initial,103
47835,36491,net_sales_B17_initial,6413
47836,36491,contributing_margin_B17_initial,3862
47837,36491,central_investment_B17_initial,-748
47838,36491,advertising_promotion_B17_initial,-2147
47840,36512,volume_A15,2
47841,36512,net_sales_A15,622
47842,36512,contributing_margin_A15,497
47843,36512,central_investment_A15,0
47844,36512,advertising_promotion_A15,-75
47846,36512,volume_B16,2
47847,36512,net_sales_B16,610
47848,36512,contributing_margin_B16,487
47849,36512,central_investment_B16,0
47850,36512,advertising_promotion_B16,-73
47852,36512,volume_LE3_16,2
47853,36512,net_sales_LE3_16,610
47854,36512,contributing_margin_LE3_16,487
47855,36512,central_investment_LE3_16,0
47856,36512,advertising_promotion_LE3_16,-73
47858,36512,volume_B17_initial,2
47859,36512,net_sales_B17_initial,622
47860,36512,contributing_margin_B17_initial,497
47861,36512,central_investment_B17_initial,0
47862,36512,advertising_promotion_B17_initial,-75
47864,36529,volume_A15,11.6
47865,36529,net_sales_A15,3155
47866,36529,contributing_margin_A15,2189
47867,36529,central_investment_A15,0
47868,36529,advertising_promotion_A15,-494
47870,36529,volume_B16,13.0
47871,36529,net_sales_B16,3743
47872,36529,contributing_margin_B16,2591
47873,36529,central_investment_B16,0
47874,36529,advertising_promotion_B16,-1048
47876,36529,volume_LE3_16,12.2
47877,36529,net_sales_LE3_16,3414
47878,36529,contributing_margin_LE3_16,2306
47879,36529,central_investment_LE3_16,-148
47880,36529,advertising_promotion_LE3_16,-686
47882,36529,volume_B17_initial,12.5
47883,36529,net_sales_B17_initial,3511
47884,36529,contributing_margin_B17_initial,2486
47885,36529,central_investment_B17_initial,-170
47886,36529,advertising_promotion_B17_initial,-617
47888,36549,volume_A15,4.9
47889,36549,net_sales_A15,512
47890,36549,contributing_margin_A15,172
47891,36549,central_investment_A15,0
47892,36549,advertising_promotion_A15,-331
47894,36549,volume_B16,5.8
47895,36549,net_sales_B16,626
47896,36549,contributing_margin_B16,170
47897,36549,central_investment_B16,0
47898,36549,advertising_promotion_B16,-170
47900,36549,volume_LE3_16,3.1
47901,36549,net_sales_LE3_16,276
47902,36549,contributing_margin_LE3_16,56
47903,36549,central_investment_LE3_16,0
47904,36549,advertising_promotion_LE3_16,-93
47906,36549,volume_B17_initial,2.7
47907,36549,net_sales_B17_initial,227
47908,36549,contributing_margin_B17_initial,85
47909,36549,central_investment_B17_initial,0
47910,36549,advertising_promotion_B17_initial,-49
47912,36578,volume_A15,0
47913,36578,net_sales_A15,
47914,36578,contributing_margin_A15,
47915,36578,central_investment_A15,0
47916,36578,advertising_promotion_A15,0
47918,36578,volume_B16,0
47919,36578,net_sales_B16,
47920,36578,contributing_margin_B16,
47921,36578,central_investment_B16,0
47922,36578,advertising_promotion_B16,0
47924,36578,volume_LE3_16,0
47925,36578,net_sales_LE3_16,
47926,36578,contributing_margin_LE3_16,
47927,36578,central_investment_LE3_16,-453
47928,36578,advertising_promotion_LE3_16,0
47930,36578,volume_B17_initial,33
47931,36578,net_sales_B17_initial,
47932,36578,contributing_margin_B17_initial,
47933,36578,central_investment_B17_initial,-659
47934,36578,advertising_promotion_B17_initial,-2422
47936,36598,volume_A15,0
47937,36598,net_sales_A15,0
47938,36598,contributing_margin_A15,0
47939,36598,central_investment_A15,0
47940,36598,advertising_promotion_A15,0
47942,36598,volume_B16,0
47943,36598,net_sales_B16,0
47944,36598,contributing_margin_B16,0
47945,36598,central_investment_B16,0
47946,36598,advertising_promotion_B16,0
47948,36598,volume_LE3_16,0
47949,36598,net_sales_LE3_16,0
47950,36598,contributing_margin_LE3_16,0
47951,36598,central_investment_LE3_16,0
47952,36598,advertising_promotion_LE3_16,0
47954,36598,volume_B17_initial,0
47955,36598,net_sales_B17_initial,0
47956,36598,contributing_margin_B17_initial,0
47957,36598,central_investment_B17_initial,0
47958,36598,advertising_promotion_B17_initial,0
47960,36630,volume_A15,351
47961,36630,net_sales_A15,8236
47962,36630,contributing_margin_A15,3216
47963,36630,central_investment_A15,0
47964,36630,advertising_promotion_A15,-841
47966,36630,volume_B16,417
47967,36630,net_sales_B16,10057
47968,36630,contributing_margin_B16,3889
47969,36630,central_investment_B16,0
47970,36630,advertising_promotion_B16,-1152
47972,36630,volume_LE3_16,418
47973,36630,net_sales_LE3_16,10084
47974,36630,contributing_margin_LE3_16,3755
47975,36630,central_investment_LE3_16,0
47976,36630,advertising_promotion_LE3_16,-4176
47978,36630,volume_B17_initial,572
47979,36630,net_sales_B17_initial,13622
47980,36630,contributing_margin_B17_initial,4917
47981,36630,central_investment_B17_initial,0
47982,36630,advertising_promotion_B17_initial,-5321
47984,36650,volume_A15,13.8
47985,36650,net_sales_A15,0
47986,36650,contributing_margin_A15,0
47987,36650,central_investment_A15,0
47988,36650,advertising_promotion_A15,0
47990,36650,volume_B16,13.8
47991,36650,net_sales_B16,0
47992,36650,contributing_margin_B16,0
47993,36650,central_investment_B16,0
47994,36650,advertising_promotion_B16,0
47996,36650,volume_LE3_16,14.6
47997,36650,net_sales_LE3_16,0
47998,36650,contributing_margin_LE3_16,0
47999,36650,central_investment_LE3_16,0
48000,36650,advertising_promotion_LE3_16,0
48002,36650,volume_B17_initial,11.3
48003,36650,net_sales_B17_initial,0
48004,36650,contributing_margin_B17_initial,0
48005,36650,central_investment_B17_initial,0
48006,36650,advertising_promotion_B17_initial,0
48008,36386,volume_A15,28
48009,36386,net_sales_A15,4439
48010,36386,contributing_margin_A15,3428
48011,36386,central_investment_A15,-763
48012,36386,advertising_promotion_A15,-169
48014,36386,volume_B16,180
48015,36386,net_sales_B16,26879
48016,36386,contributing_margin_B16,20320
48017,36386,central_investment_B16,-46
48018,36386,advertising_promotion_B16,-9681
48020,36386,volume_LE3_16,179
48021,36386,net_sales_LE3_16,26219
48022,36386,contributing_margin_LE3_16,19058
48023,36386,central_investment_LE3_16,-46
48024,36386,advertising_promotion_LE3_16,-7889
48026,36386,volume_B17_initial,221
48027,36386,net_sales_B17_initial,33934
48028,36386,contributing_margin_B17_initial,24893
48029,36386,central_investment_B17_initial,-460
48030,36386,advertising_promotion_B17_initial,-11926
48032,36406,volume_A15,
48033,36406,net_sales_A15,
48034,36406,contributing_margin_A15,
48035,36406,central_investment_A15,
48036,36406,advertising_promotion_A15,
48038,36406,volume_B16,
48039,36406,net_sales_B16,
48040,36406,contributing_margin_B16,
48041,36406,central_investment_B16,
48042,36406,advertising_promotion_B16,
48044,36406,volume_LE3_16,
48045,36406,net_sales_LE3_16,
48046,36406,contributing_margin_LE3_16,
48047,36406,central_investment_LE3_16,
48048,36406,advertising_promotion_LE3_16,
48050,36406,volume_B17_initial,
48051,36406,net_sales_B17_initial,
48052,36406,contributing_margin_B17_initial,
48053,36406,central_investment_B17_initial,
48054,36406,advertising_promotion_B17_initial,
48056,36422,volume_A15,
48057,36422,net_sales_A15,
48058,36422,contributing_margin_A15,
48059,36422,central_investment_A15,
48060,36422,advertising_promotion_A15,
48062,36422,volume_B16,
48063,36422,net_sales_B16,
48064,36422,contributing_margin_B16,
48065,36422,central_investment_B16,
48066,36422,advertising_promotion_B16,
48068,36422,volume_LE3_16,
48069,36422,net_sales_LE3_16,
48070,36422,contributing_margin_LE3_16,
48071,36422,central_investment_LE3_16,
48072,36422,advertising_promotion_LE3_16,
48074,36422,volume_B17_initial,
48075,36422,net_sales_B17_initial,
48076,36422,contributing_margin_B17_initial,
48077,36422,central_investment_B17_initial,
48078,36422,advertising_promotion_B17_initial,
48080,36441,volume_A15,0
48081,36441,net_sales_A15,0
48082,36441,contributing_margin_A15,0
48083,36441,central_investment_A15,-114
48084,36441,advertising_promotion_A15,0
48086,36441,volume_B16,0
48087,36441,net_sales_B16,11
48088,36441,contributing_margin_B16,8
48089,36441,central_investment_B16,-115
48090,36441,advertising_promotion_B16,-2
48092,36441,volume_LE3_16,5
48093,36441,net_sales_LE3_16,1795
48094,36441,contributing_margin_LE3_16,1190
48095,36441,central_investment_LE3_16,-120
48096,36441,advertising_promotion_LE3_16,-20
48098,36441,volume_B17_initial,3
48099,36441,net_sales_B17_initial,1273
48100,36441,contributing_margin_B17_initial,872
48101,36441,central_investment_B17_initial,-111
48102,36441,advertising_promotion_B17_initial,-819
48104,36457,volume_A15,5
48105,36457,net_sales_A15,
48106,36457,contributing_margin_A15,
48107,36457,central_investment_A15,
48108,36457,advertising_promotion_A15,
48110,36457,volume_B16,0
48111,36457,net_sales_B16,0
48112,36457,contributing_margin_B16,0
48113,36457,central_investment_B16,0
48114,36457,advertising_promotion_B16,0
48116,36457,volume_LE3_16,0
48117,36457,net_sales_LE3_16,0
48118,36457,contributing_margin_LE3_16,0
48119,36457,central_investment_LE3_16,0
48120,36457,advertising_promotion_LE3_16,0
48122,36457,volume_B17_initial,0
48123,36457,net_sales_B17_initial,0
48124,36457,contributing_margin_B17_initial,0
48125,36457,central_investment_B17_initial,0
48126,36457,advertising_promotion_B17_initial,0
48128,36473,volume_A15,0
48129,36473,net_sales_A15,0
48130,36473,contributing_margin_A15,0
48131,36473,central_investment_A15,0
48132,36473,advertising_promotion_A15,0
48134,36473,volume_B16,0
48135,36473,net_sales_B16,0
48136,36473,contributing_margin_B16,0
48137,36473,central_investment_B16,0
48138,36473,advertising_promotion_B16,0
48140,36473,volume_LE3_16,1.1
48141,36473,net_sales_LE3_16,20.8
48142,36473,contributing_margin_LE3_16,7.2
48143,36473,central_investment_LE3_16,-4
48144,36473,advertising_promotion_LE3_16,-10
48146,36473,volume_B17_initial,4.3
48147,36473,net_sales_B17_initial,81.6
48148,36473,contributing_margin_B17_initial,33.7
48149,36473,central_investment_B17_initial,0
48150,36473,advertising_promotion_B17_initial,-5
48152,36494,volume_A15,
48153,36494,net_sales_A15,
48154,36494,contributing_margin_A15,
48155,36494,central_investment_A15,
48156,36494,advertising_promotion_A15,
48158,36494,volume_B16,
48159,36494,net_sales_B16,
48160,36494,contributing_margin_B16,
48161,36494,central_investment_B16,
48162,36494,advertising_promotion_B16,
48164,36494,volume_LE3_16,
48165,36494,net_sales_LE3_16,
48166,36494,contributing_margin_LE3_16,
48167,36494,central_investment_LE3_16,
48168,36494,advertising_promotion_LE3_16,
48170,36494,volume_B17_initial,
48171,36494,net_sales_B17_initial,
48172,36494,contributing_margin_B17_initial,
48173,36494,central_investment_B17_initial,
48174,36494,advertising_promotion_B17_initial,
48176,36514,volume_A15,1
48177,36514,net_sales_A15,1246
48178,36514,contributing_margin_A15,1166
48179,36514,central_investment_A15,0
48180,36514,advertising_promotion_A15,-150
48182,36514,volume_B16,1
48183,36514,net_sales_B16,1790
48184,36514,contributing_margin_B16,1676
48185,36514,central_investment_B16,-40
48186,36514,advertising_promotion_B16,-215
48188,36514,volume_LE3_16,1
48189,36514,net_sales_LE3_16,1790
48190,36514,contributing_margin_LE3_16,1676
48191,36514,central_investment_LE3_16,-40
48192,36514,advertising_promotion_LE3_16,-215
48194,36514,volume_B17_initial,1
48195,36514,net_sales_B17_initial,1832
48196,36514,contributing_margin_B17_initial,1715
48197,36514,central_investment_B17_initial,-30
48198,36514,advertising_promotion_B17_initial,-220
48200,36530,volume_A15,61.0
48201,36530,net_sales_A15,1626
48202,36530,contributing_margin_A15,1034
48203,36530,central_investment_A15,0
48204,36530,advertising_promotion_A15,-2
48206,36530,volume_B16,64.8
48207,36530,net_sales_B16,1680
48208,36530,contributing_margin_B16,1107
48209,36530,central_investment_B16,0
48210,36530,advertising_promotion_B16,0
48212,36530,volume_LE3_16,68.6
48213,36530,net_sales_LE3_16,1780
48214,36530,contributing_margin_LE3_16,1145
48215,36530,central_investment_LE3_16,0
48216,36530,advertising_promotion_LE3_16,0
48218,36530,volume_B17_initial,81
48219,36530,net_sales_B17_initial,2086
48220,36530,contributing_margin_B17_initial,1327
48221,36530,central_investment_B17_initial,0
48222,36530,advertising_promotion_B17_initial,0
48224,36550,volume_A15,0
48225,36550,net_sales_A15,0
48226,36550,contributing_margin_A15,0
48227,36550,central_investment_A15,0
48228,36550,advertising_promotion_A15,0
48230,36550,volume_B16,0
48231,36550,net_sales_B16,0
48232,36550,contributing_margin_B16,0
48233,36550,central_investment_B16,0
48234,36550,advertising_promotion_B16,0
48236,36550,volume_LE3_16,1.7
48237,36550,net_sales_LE3_16,90.8
48238,36550,contributing_margin_LE3_16,61.6
48239,36550,central_investment_LE3_16,0
48240,36550,advertising_promotion_LE3_16,-48.1
48242,36550,volume_B17_initial,3.7
48243,36550,net_sales_B17_initial,200.7
48244,36550,contributing_margin_B17_initial,133.11
48245,36550,central_investment_B17_initial,0
48246,36550,advertising_promotion_B17_initial,-40.5
48248,36580,volume_A15,0
48249,36580,net_sales_A15,
48250,36580,contributing_margin_A15,
48251,36580,central_investment_A15,-900
48252,36580,advertising_promotion_A15,0
48254,36580,volume_B16,0
48255,36580,net_sales_B16,
48256,36580,contributing_margin_B16,
48257,36580,central_investment_B16,-291
48258,36580,advertising_promotion_B16,0
48260,36580,volume_LE3_16,0
48261,36580,net_sales_LE3_16,
48262,36580,contributing_margin_LE3_16,
48263,36580,central_investment_LE3_16,-285
48264,36580,advertising_promotion_LE3_16,0
48266,36580,volume_B17_initial,0
48267,36580,net_sales_B17_initial,
48268,36580,contributing_margin_B17_initial,
48269,36580,central_investment_B17_initial,-140
48270,36580,advertising_promotion_B17_initial,-25
48272,36599,volume_A15,0
48273,36599,net_sales_A15,0
48274,36599,contributing_margin_A15,0
48275,36599,central_investment_A15,0
48276,36599,advertising_promotion_A15,0
48278,36599,volume_B16,0
48279,36599,net_sales_B16,0
48280,36599,contributing_margin_B16,0
48281,36599,central_investment_B16,0
48282,36599,advertising_promotion_B16,0
48284,36599,volume_LE3_16,0.9
48285,36599,net_sales_LE3_16,26.8
48286,36599,contributing_margin_LE3_16,10.4
48287,36599,central_investment_LE3_16,0
48288,36599,advertising_promotion_LE3_16,0
48290,36599,volume_B17_initial,1.6
48291,36599,net_sales_B17_initial,50.7
48292,36599,contributing_margin_B17_initial,16.6
48293,36599,central_investment_B17_initial,0
48294,36599,advertising_promotion_B17_initial,0
48296,36631,volume_A15,28
48297,36631,net_sales_A15,873
48298,36631,contributing_margin_A15,301
48299,36631,central_investment_A15,0
48300,36631,advertising_promotion_A15,-402
48302,36631,volume_B16,14.6
48303,36631,net_sales_B16,560
48304,36631,contributing_margin_B16,297
48305,36631,central_investment_B16,0
48306,36631,advertising_promotion_B16,-51
48308,36631,volume_LE3_16,19
48309,36631,net_sales_LE3_16,614
48310,36631,contributing_margin_LE3_16,244
48311,36631,central_investment_LE3_16,0
48312,36631,advertising_promotion_LE3_16,-103
48314,36631,volume_B17_initial,22
48315,36631,net_sales_B17_initial,817
48316,36631,contributing_margin_B17_initial,277
48317,36631,central_investment_B17_initial,0
48318,36631,advertising_promotion_B17_initial,-166
48320,36651,volume_A15,9
48321,36651,net_sales_A15,499
48322,36651,contributing_margin_A15,348
48323,36651,central_investment_A15,0
48324,36651,advertising_promotion_A15,0
48326,36651,volume_B16,15
48327,36651,net_sales_B16,795
48328,36651,contributing_margin_B16,533
48329,36651,central_investment_B16,0
48330,36651,advertising_promotion_B16,0
48332,36651,volume_LE3_16,2
48333,36651,net_sales_LE3_16,94
48334,36651,contributing_margin_LE3_16,77
48335,36651,central_investment_LE3_16,0
48336,36651,advertising_promotion_LE3_16,0
48338,36651,volume_B17_initial,15
48339,36651,net_sales_B17_initial,670
48340,36651,contributing_margin_B17_initial,549
48341,36651,central_investment_B17_initial,0
48342,36651,advertising_promotion_B17_initial,0
48344,36389,volume_A15,
48345,36389,net_sales_A15,
48346,36389,contributing_margin_A15,
48347,36389,central_investment_A15,
48348,36389,advertising_promotion_A15,
48350,36389,volume_B16,
48351,36389,net_sales_B16,
48352,36389,contributing_margin_B16,
48353,36389,central_investment_B16,
48354,36389,advertising_promotion_B16,
48356,36389,volume_LE3_16,
48357,36389,net_sales_LE3_16,
48358,36389,contributing_margin_LE3_16,
48359,36389,central_investment_LE3_16,
48360,36389,advertising_promotion_LE3_16,
48362,36389,volume_B17_initial,
48363,36389,net_sales_B17_initial,
48364,36389,contributing_margin_B17_initial,
48365,36389,central_investment_B17_initial,
48366,36389,advertising_promotion_B17_initial,
48368,36407,volume_A15,
48369,36407,net_sales_A15,
48370,36407,contributing_margin_A15,
48371,36407,central_investment_A15,
48372,36407,advertising_promotion_A15,
48374,36407,volume_B16,
48375,36407,net_sales_B16,
48376,36407,contributing_margin_B16,
48377,36407,central_investment_B16,
48378,36407,advertising_promotion_B16,
48380,36407,volume_LE3_16,
48381,36407,net_sales_LE3_16,
48382,36407,contributing_margin_LE3_16,
48383,36407,central_investment_LE3_16,
48384,36407,advertising_promotion_LE3_16,
48386,36407,volume_B17_initial,
48387,36407,net_sales_B17_initial,
48388,36407,contributing_margin_B17_initial,
48389,36407,central_investment_B17_initial,
48390,36407,advertising_promotion_B17_initial,
48392,36423,volume_A15,
48393,36423,net_sales_A15,
48394,36423,contributing_margin_A15,
48395,36423,central_investment_A15,
48396,36423,advertising_promotion_A15,
48398,36423,volume_B16,
48399,36423,net_sales_B16,
48400,36423,contributing_margin_B16,
48401,36423,central_investment_B16,
48402,36423,advertising_promotion_B16,
48404,36423,volume_LE3_16,
48405,36423,net_sales_LE3_16,
48406,36423,contributing_margin_LE3_16,
48407,36423,central_investment_LE3_16,
48408,36423,advertising_promotion_LE3_16,
48410,36423,volume_B17_initial,
48411,36423,net_sales_B17_initial,
48412,36423,contributing_margin_B17_initial,
48413,36423,central_investment_B17_initial,
48414,36423,advertising_promotion_B17_initial,
48416,36442,volume_A15,132
48417,36442,net_sales_A15,25176
48418,36442,contributing_margin_A15,15505
48419,36442,central_investment_A15,-52
48420,36442,advertising_promotion_A15,-12666
48422,36442,volume_B16,163
48423,36442,net_sales_B16,33504
48424,36442,contributing_margin_B16,0
48425,36442,central_investment_B16,0
48426,36442,advertising_promotion_B16,-14720
48428,36442,volume_LE3_16,141
48429,36442,net_sales_LE3_16,29571
48430,36442,contributing_margin_LE3_16,0
48431,36442,central_investment_LE3_16,-479
48432,36442,advertising_promotion_LE3_16,-15485
48434,36442,volume_B17_initial,174
48435,36442,net_sales_B17_initial,37960
48436,36442,contributing_margin_B17_initial,25
48437,36442,central_investment_B17_initial,-328
48438,36442,advertising_promotion_B17_initial,-18328
48440,36458,volume_A15,2
48441,36458,net_sales_A15,0
48442,36458,contributing_margin_A15,2300
48443,36458,central_investment_A15,-140
48444,36458,advertising_promotion_A15,0
48446,36458,volume_B16,1
48447,36458,net_sales_B16,0
48448,36458,contributing_margin_B16,250
48449,36458,central_investment_B16,0
48450,36458,advertising_promotion_B16,0
48452,36458,volume_LE3_16,1
48453,36458,net_sales_LE3_16,0
48454,36458,contributing_margin_LE3_16,250
48455,36458,central_investment_LE3_16,0
48456,36458,advertising_promotion_LE3_16,0
48458,36458,volume_B17_initial,1
48459,36458,net_sales_B17_initial,0
48460,36458,contributing_margin_B17_initial,750
48461,36458,central_investment_B17_initial,0
48462,36458,advertising_promotion_B17_initial,0
48464,36474,volume_A15,12
48465,36474,net_sales_A15,949
48466,36474,contributing_margin_A15,665
48467,36474,central_investment_A15,0
48468,36474,advertising_promotion_A15,-981
48470,36474,volume_B16,24
48471,36474,net_sales_B16,1795
48472,36474,contributing_margin_B16,1306
48473,36474,central_investment_B16,0
48474,36474,advertising_promotion_B16,-335
48476,36474,volume_LE3_16,8
48477,36474,net_sales_LE3_16,600
48478,36474,contributing_margin_LE3_16,395
48479,36474,central_investment_LE3_16,0
48480,36474,advertising_promotion_LE3_16,-199
48482,36474,volume_B17_initial,180
48483,36474,net_sales_B17_initial,12745
48484,36474,contributing_margin_B17_initial,8393
48485,36474,central_investment_B17_initial,0
48486,36474,advertising_promotion_B17_initial,-3189
48488,36495,volume_A15,
48489,36495,net_sales_A15,
48490,36495,contributing_margin_A15,
48491,36495,central_investment_A15,
48492,36495,advertising_promotion_A15,
48494,36495,volume_B16,
48495,36495,net_sales_B16,
48496,36495,contributing_margin_B16,
48497,36495,central_investment_B16,
48498,36495,advertising_promotion_B16,
48500,36495,volume_LE3_16,
48501,36495,net_sales_LE3_16,
48502,36495,contributing_margin_LE3_16,
48503,36495,central_investment_LE3_16,
48504,36495,advertising_promotion_LE3_16,
48506,36495,volume_B17_initial,
48507,36495,net_sales_B17_initial,
48508,36495,contributing_margin_B17_initial,
48509,36495,central_investment_B17_initial,
48510,36495,advertising_promotion_B17_initial,
48512,36515,volume_A15,0
48513,36515,net_sales_A15,113
48514,36515,contributing_margin_A15,71
48515,36515,central_investment_A15,0
48516,36515,advertising_promotion_A15,-4
48518,36515,volume_B16,1
48519,36515,net_sales_B16,328
48520,36515,contributing_margin_B16,238
48521,36515,central_investment_B16,0
48522,36515,advertising_promotion_B16,-25
48524,36515,volume_LE3_16,0
48525,36515,net_sales_LE3_16,134
48526,36515,contributing_margin_LE3_16,109
48527,36515,central_investment_LE3_16,0
48528,36515,advertising_promotion_LE3_16,-3
48530,36515,volume_B17_initial,0
48531,36515,net_sales_B17_initial,163
48532,36515,contributing_margin_B17_initial,100
48533,36515,central_investment_B17_initial,0
48534,36515,advertising_promotion_B17_initial,-34
48536,36533,volume_A15,0
48537,36533,net_sales_A15,0
48538,36533,contributing_margin_A15,0
48539,36533,central_investment_A15,0
48540,36533,advertising_promotion_A15,0
48542,36533,volume_B16,0
48543,36533,net_sales_B16,0
48544,36533,contributing_margin_B16,0
48545,36533,central_investment_B16,0
48546,36533,advertising_promotion_B16,0
48548,36533,volume_LE3_16,0
48549,36533,net_sales_LE3_16,0
48550,36533,contributing_margin_LE3_16,0
48551,36533,central_investment_LE3_16,0
48552,36533,advertising_promotion_LE3_16,0
48554,36533,volume_B17_initial,2
48555,36533,net_sales_B17_initial,805
48556,36533,contributing_margin_B17_initial,429
48557,36533,central_investment_B17_initial,-400
48558,36533,advertising_promotion_B17_initial,-300
48560,36551,volume_A15,
48561,36551,net_sales_A15,
48562,36551,contributing_margin_A15,
48563,36551,central_investment_A15,
48564,36551,advertising_promotion_A15,
48566,36551,volume_B16,0
48567,36551,net_sales_B16,
48568,36551,contributing_margin_B16,
48569,36551,central_investment_B16,0
48570,36551,advertising_promotion_B16,0
48572,36551,volume_LE3_16,0
48573,36551,net_sales_LE3_16,
48574,36551,contributing_margin_LE3_16,
48575,36551,central_investment_LE3_16,0
48576,36551,advertising_promotion_LE3_16,0
48578,36551,volume_B17_initial,23
48579,36551,net_sales_B17_initial,
48580,36551,contributing_margin_B17_initial,
48581,36551,central_investment_B17_initial,-1.2
48582,36551,advertising_promotion_B17_initial,1.080
48584,36581,volume_A15,
48585,36581,net_sales_A15,
48586,36581,contributing_margin_A15,
48587,36581,central_investment_A15,
48588,36581,advertising_promotion_A15,
48590,36581,volume_B16,0
48591,36581,net_sales_B16,0
48592,36581,contributing_margin_B16,0
48593,36581,central_investment_B16,0
48594,36581,advertising_promotion_B16,0
48596,36581,volume_LE3_16,0
48597,36581,net_sales_LE3_16,0
