old_id,innovation_old_id,user_old_id,role,right
106987,36441,889,financial_leader,write
106988,36487,889,financial_leader,write
106989,36603,889,financial_leader,write
106990,36486,889,financial_leader,write
106991,36490,889,financial_leader,write
106992,79322,889,financial_leader,write
106993,36392,889,financial_leader,write
106994,36437,889,financial_leader,write
106995,36438,889,financial_leader,write
106996,36439,889,financial_leader,write
106997,36387,889,financial_leader,write
106998,36388,889,financial_leader,write
106999,36389,889,financial_leader,write
107000,62932,889,financial_leader,write
107001,67506,889,financial_leader,write
107002,68325,889,financial_leader,write
107003,36648,889,financial_leader,write
107004,62666,889,financial_leader,write
107005,36615,889,financial_leader,write
107006,59899,889,financial_leader,write
107007,36435,889,financial_leader,write
107008,36395,889,financial_leader,write
107009,36393,889,financial_leader,write
107010,67672,889,financial_leader,write
107011,59469,889,financial_leader,write
107012,36386,889,financial_leader,write
107013,36433,889,financial_leader,write
107014,36465,889,financial_leader,write
107015,36432,889,financial_leader,write
107016,36467,889,financial_leader,write
107017,36466,889,financial_leader,write
107020,36552,944,,read
107021,36458,944,,read
107022,36459,944,,read
107023,36462,944,,read
107024,36555,944,,read
107025,36553,944,,read
107026,36554,944,team_leader,write
107027,36562,944,contact,write
107028,36523,944,team_leader,write
107029,36656,944,team_leader,write
107030,36536,944,team_leader,write
107031,36532,944,team_leader,write
107032,36519,944,team_leader,write
107033,36531,944,team_leader,write
107034,68390,944,team_leader,write
107035,36537,944,team_leader,write
107036,36378,944,team_leader,write
107037,36377,944,team_leader,write
107038,36563,944,team_leader,write
107039,66218,944,team_leader,write
107040,67334,944,,read
107041,36454,944,,read
107042,36385,944,,read
107043,36535,944,,read
107044,67379,944,,read
107045,36534,944,,read
107046,36375,944,,read
107047,36564,944,,read
107048,36567,944,,read
107049,36461,944,,read
107050,36457,944,,read
107051,80169,944,,read
107052,36566,944,,read
107053,36568,944,,read
107054,72346,944,,read
107056,36654,1311,,read
107057,79352,1311,,read
107058,69929,1311,,read
107059,36440,1311,,read
107060,94633,1311,,read
107061,94683,1311,,read
107062,36491,1311,,read
107063,94658,1311,,read
107064,36489,1311,,read
107065,94587,1311,,read
107066,94609,1311,,read
107067,36600,1311,,read
107068,94704,1311,,read
107069,36430,1311,contact,write
107070,36488,1311,maker,read
107071,36441,1311,maker,read
107072,36487,1311,maker,read
107073,36603,1311,maker,read
107074,36486,1311,maker,read
107075,36490,1311,maker,read
107076,79322,1311,maker,read
107077,36392,1311,,read
107078,36437,1311,,read
107079,36438,1311,,read
107080,36439,1311,,read
107081,36387,1311,,read
107082,36388,1311,,read
107083,36389,1311,,read
107084,62932,1311,,read
107085,67506,1311,,read
107086,68325,1311,,read
107087,36648,1311,,read
107088,62666,1311,,read
107089,36615,1311,,read
107090,59899,1311,,read
107091,36435,1311,,read
107092,36395,1311,,read
107093,36393,1311,,read
107094,67672,1311,,read
107095,59469,1311,,read
107096,36386,1311,,read
107097,36433,1311,,read
107098,36465,1311,,read
107099,36432,1311,,read
107100,36467,1311,,read
107101,36466,1311,,read
107102,36505,727,entity_leader,write
107103,36590,285,team_leader,write
107104,86478,285,team_leader,write
107105,36595,285,team_leader,write
107106,37295,285,team_leader,write
107107,36408,285,team_leader,write
107108,58678,285,team_leader,write
107109,36646,285,team_leader,write
107110,36406,285,team_leader,write
107111,37230,285,team_leader,write
107112,36423,285,team_leader,write
107113,81107,285,team_leader,write
107114,36591,285,team_leader,write
107115,36405,285,team_leader,write
107116,36448,285,team_leader,write
107117,36447,285,team_leader,write
107118,36592,285,team_leader,write
107119,36594,285,team_leader,write
107120,81101,285,team_leader,write
107121,37269,285,team_leader,write
107122,86494,285,team_leader,write
107123,82600,285,team_leader,write
107124,36402,285,team_leader,write
107125,36412,285,team_leader,write
107126,36419,285,team_leader,write
107127,36410,285,team_leader,write
107128,36424,285,team_leader,write
107129,36401,285,team_leader,write
107130,36596,285,team_leader,write
107131,36420,285,team_leader,write
107132,36407,285,team_leader,write
107133,57159,285,team_leader,write
107134,89341,285,team_leader,write
107135,36429,285,team_leader,write
107136,36413,285,team_leader,write
107137,36422,285,team_leader,write
107138,36415,285,team_leader,write
107139,36404,285,team_leader,write
107140,36414,285,team_leader,write
107141,36411,285,team_leader,write
107142,36409,285,team_leader,write
107143,36425,285,team_leader,write
107144,36417,285,team_leader,write
107145,89056,285,team_leader,write
107146,37282,285,team_leader,write
107147,36449,285,team_leader,write
107148,36593,285,team_leader,write
107149,36597,285,team_leader,write
107150,36427,285,team_leader,write
107151,36418,285,team_leader,write
107152,57224,285,team_leader,write
107153,88971,285,team_leader,write
107154,36428,285,team_leader,write
107155,36426,285,team_leader,write
107156,89259,285,team_leader,write
107157,36552,845,,read
107158,36458,845,,read
107159,36459,845,,read
107160,36462,845,,read
107161,36555,845,,read
107162,36553,845,,read
107163,36554,845,team_leader,write
107164,36562,845,team_leader,write
107165,36523,845,team_leader,write
107166,36656,845,team_leader,write
107167,36536,845,team_leader,write
107168,36532,845,team_leader,write
107169,36519,845,team_leader,write
107170,36531,845,team_leader,write
107171,68390,845,team_leader,write
107172,36537,845,team_leader,write
107173,36378,845,team_leader,write
107174,36377,845,team_leader,write
107175,36563,845,team_leader,write
107176,66218,845,team_leader,write
107177,67334,845,,read
107178,36454,845,,read
107179,36385,845,,read
107180,36535,845,,read
107181,67379,845,,read
107182,36534,845,,read
107183,36375,845,,read
107184,36564,845,,read
107185,36567,845,,read
107186,36461,845,,read
107187,36457,845,,read
107188,80169,845,,read
107189,36566,845,,read
107190,36568,845,,read
107191,72346,845,,read
107192,36441,287,contact,write
107193,36645,288,maker,read
107194,36635,288,contact,write
107195,86612,288,maker,read
107196,36515,790,,read
107197,36516,790,team_leader,write
107198,79330,790,contact,write
107199,59493,790,team_leader,write
107200,36520,880,,read
107201,57827,880,,read
107202,36655,880,team_leader,write
107203,36622,880,team_leader,write
107204,36619,880,team_leader,write
107205,84783,880,team_leader,write
107206,36606,880,team_leader,write
107207,36511,880,team_leader,write
107208,36607,880,team_leader,write
107209,36618,880,team_leader,write
107210,36640,880,team_leader,write
107211,36605,880,team_leader,write
107212,36620,880,team_leader,write
107213,36507,880,team_leader,write
107214,36614,880,,read
107215,36396,880,,read
107216,36506,880,,read
107217,58101,880,,read
107218,36474,880,,read
107219,36481,880,,read
107220,94787,880,team_leader,write
107221,36480,880,,read
107222,36483,880,,read
107223,36608,880,team_leader,write
107224,36613,880,team_leader,write
107225,36604,880,team_leader,write
107226,84890,880,team_leader,write
107227,84865,880,team_leader,write
107228,36611,880,team_leader,write
107229,36610,880,team_leader,write
107230,36609,880,team_leader,write
107231,100797,880,,read
107232,80974,880,,read
107233,36512,880,,read
107234,36514,880,,read
107235,36601,880,,read
107236,36521,880,,read
107237,36509,880,,read
107238,36574,476,financial_leader,write
107239,36471,476,financial_leader,write
107240,36493,476,financial_leader,write
107241,36572,476,financial_leader,write
107242,36391,476,financial_leader,write
107243,36573,476,financial_leader,write
107244,36505,476,financial_leader,write
107245,36492,476,financial_leader,write
107246,36576,476,financial_leader,write
107247,79306,476,financial_leader,write
107248,36578,476,financial_leader,write
107249,94087,476,financial_leader,write
107250,36390,476,financial_leader,write
107251,36575,476,financial_leader,write
107252,65530,476,financial_leader,write
107253,36442,476,financial_leader,write
107254,36399,476,financial_leader,write
107255,36468,476,financial_leader,write
107256,36397,476,financial_leader,write
107257,36394,476,financial_leader,write
107258,36561,476,financial_leader,write
107259,36525,476,financial_leader,write
107260,101156,476,financial_leader,write
107261,36436,476,financial_leader,write
107262,36444,476,financial_leader,write
107263,101276,476,financial_leader,write
107264,36455,476,financial_leader,write
107265,36570,476,financial_leader,write
107266,36443,476,financial_leader,write
107267,36456,476,financial_leader,write
107268,79314,476,financial_leader,write
107269,101486,476,financial_leader,write
107270,36569,476,financial_leader,write
107271,101197,476,financial_leader,write
107272,36571,476,financial_leader,write
107273,36577,476,financial_leader,write
107274,36434,476,financial_leader,write
107275,79696,476,financial_leader,write
107276,36660,476,financial_leader,write
107277,80061,476,financial_leader,write
107278,36651,476,financial_leader,write
107279,36400,476,financial_leader,write
107280,75968,476,financial_leader,write
107281,36652,476,financial_leader,write
107282,36580,476,financial_leader,write
107283,36654,547,,read
107284,79352,547,,read
107285,69929,547,,read
107286,36440,547,,read
107287,94633,547,,read
107288,94683,547,,read
107289,36491,547,,read
107290,94658,547,,read
107291,36489,547,,read
107292,94587,547,,read
107293,94609,547,,read
107294,36600,547,,read
107295,94704,547,,read
107296,36430,547,maker,read
107297,36488,547,maker,read
107298,36441,547,maker,read
107299,36487,547,maker,read
107300,36603,547,maker,read
107301,36486,547,maker,read
107302,36490,547,maker,read
107303,79322,547,maker,read
107304,36392,547,,read
107305,36437,547,,read
107306,36438,547,,read
107307,36439,547,,read
107308,36387,547,,read
107309,36388,547,,read
107310,36389,547,,read
107311,62932,547,,read
107312,67506,547,,read
107313,68325,547,,read
107314,36648,547,,read
107315,62666,547,,read
107316,36615,547,,read
107317,59899,547,,read
107318,36435,547,,read
107319,36395,547,,read
107320,36393,547,,read
107321,67672,547,,read
107322,59469,547,,read
107323,36386,547,,read
107324,36433,547,,read
107325,36465,547,,read
107326,36432,547,,read
107327,36467,547,,read
107328,36466,547,,read
107329,36445,1316,entity_leader,write
107330,79451,1316,,write
107331,36485,1316,entity_leader,write
107333,36520,765,,read
107334,57827,765,,read
107335,36655,765,,read
107336,36622,765,,read
107337,36619,765,,read
107338,84783,765,,read
107339,36606,765,,read
107340,36511,765,,read
107341,36607,765,,read
107342,36618,765,,read
107343,36640,765,,read
107344,36605,765,,read
107345,36620,765,,read
107346,36507,765,,read
107347,36614,765,,read
107348,36396,765,,read
107349,36506,765,,read
107350,58101,765,,read
107351,36474,765,,read
107352,36481,765,contact,write
107353,94787,765,,read
107354,36480,765,contact,write
107355,36483,765,contact,write
107356,36608,765,,read
107357,36613,765,,read
107358,36604,765,,read
107359,84890,765,,read
107360,84865,765,,read
107361,36611,765,,read
107362,36610,765,,read
107363,36609,765,,read
107364,100797,765,,read
107365,80974,765,,read
107366,36512,765,,read
107367,36514,765,,read
107368,36601,765,,read
107369,36521,765,,read
107370,36509,765,,read
107371,36434,290,contact,write
107372,36654,729,maker,read
107373,79352,729,maker,read
107374,69929,729,maker,read
107375,36440,729,,write
107376,94633,729,,read
107377,94683,729,,read
107378,36491,729,,read
107379,94658,729,,read
107380,36489,729,,read
107381,94587,729,,read
107382,94609,729,,read
107383,36600,729,,read
107384,94704,729,,read
107385,36430,729,,read
107386,36488,729,,read
107387,36441,729,,read
107388,36487,729,,read
107389,36603,729,,read
107390,36486,729,,read
107391,36490,729,,read
107392,79322,729,,read
107393,36392,729,,read
107394,36437,729,,read
107395,36438,729,,read
107396,36439,729,,read
107397,36387,729,,read
107398,36388,729,,read
107399,36389,729,,read
107400,62932,729,,read
107401,67506,729,,read
107402,68325,729,,read
107403,36648,729,,read
107404,62666,729,,read
107405,36615,729,,read
107406,59899,729,,read
107407,36435,729,,read
107408,36395,729,,read
107409,36393,729,,read
107410,67672,729,maker,read
107411,59469,729,maker,read
107412,36386,729,maker,read
107413,36433,729,maker,read
107414,36465,729,maker,read
107415,36432,729,maker,read
107416,36467,729,maker,read
107417,36466,729,maker,read
107418,36552,293,,read
107419,36458,293,,read
107420,36459,293,,read
107421,36462,293,,read
107422,36555,293,,read
107423,36553,293,,read
107424,36554,293,,read
107425,36562,293,,read
107426,36523,293,,read
107427,36656,293,,read
107428,36536,293,,read
107429,36532,293,,read
107430,36519,293,,read
107431,36531,293,,read
107432,68390,293,,read
107433,36537,293,,read
107434,36378,293,,read
107435,36377,293,,read
107436,36563,293,,read
107437,66218,293,,read
107438,67334,293,maker,read
107439,36454,293,maker,read
107440,36385,293,maker,read
107441,36535,293,maker,read
107442,67379,293,maker,read
107443,36534,293,maker,read
107444,36375,293,maker,read
107445,36564,293,,read
107446,36567,293,,read
107447,36461,293,,read
107448,36457,293,,read
107449,80169,293,maker,read
107450,36566,293,,read
107451,36568,293,maker,read
107452,72346,293,maker,read
107453,36445,525,entity_leader,write
107454,36504,525,entity_leader,write
107455,81330,525,entity_leader,write
107456,36502,525,entity_leader,write
107457,66322,525,entity_leader,write
107458,36589,525,entity_leader,write
107459,70328,525,entity_leader,write
107460,36653,525,entity_leader,write
107461,71453,525,entity_leader,write
107462,36403,525,entity_leader,write
107463,82574,525,entity_leader,write
107464,36421,525,entity_leader,write
107465,58784,525,entity_leader,write
107466,36416,525,entity_leader,write
107467,94223,525,entity_leader,write
107468,36642,525,entity_leader,write
107469,79451,525,entity_leader,write
107470,37656,525,entity_leader,write
107471,36638,525,entity_leader,write
107472,36482,525,entity_leader,write
107473,36484,525,entity_leader,write
107474,38405,525,entity_leader,write
107475,65149,525,entity_leader,write
107476,36476,525,entity_leader,write
107477,36639,525,entity_leader,write
107478,36503,525,entity_leader,write
107479,36472,525,entity_leader,write
107480,36469,525,entity_leader,write
107481,85957,525,entity_leader,write
107482,36376,525,entity_leader,write
107483,94429,525,entity_leader,write
107484,36501,525,entity_leader,write
107485,36452,525,entity_leader,write
107486,57006,525,entity_leader,write
107487,36431,525,entity_leader,write
107488,36649,525,entity_leader,write
107489,94392,525,entity_leader,write
107490,75846,525,entity_leader,write
107491,36524,525,entity_leader,write
107492,36657,525,contact,write
107493,66569,525,entity_leader,write
107494,87630,525,entity_leader,write
107495,38352,525,entity_leader,write
107496,66575,525,entity_leader,write
107497,36479,525,entity_leader,write
107498,36485,525,entity_leader,write
107499,66555,525,entity_leader,write
107500,36598,525,entity_leader,write
107501,36475,525,entity_leader,write
107502,36473,525,entity_leader,write
107503,84496,525,entity_leader,write
107504,56414,525,entity_leader,write
107505,36599,525,entity_leader,write
107506,56392,525,entity_leader,write
107507,85343,525,entity_leader,write
107508,36582,525,entity_leader,write
107509,36464,525,entity_leader,write
107510,36463,525,entity_leader,write
107511,85349,525,entity_leader,write
107512,36378,294,contact,write
107513,36377,294,contact,write
107514,36385,294,contact,write
107515,36375,294,contact,write
107516,36568,294,contact,write
107517,91213,574,financial_leader,write
107518,57656,574,financial_leader,write
107519,81084,574,financial_leader,write
107520,36527,574,financial_leader,write
107521,36530,574,financial_leader,write
107522,36529,574,financial_leader,write
107523,91202,574,financial_leader,write
107524,36518,574,financial_leader,write
107525,36587,574,financial_leader,write
107526,81076,574,financial_leader,write
107527,36482,708,entity_leader,write
107528,36484,708,entity_leader,write
107529,94429,708,entity_leader,write
107530,94392,708,entity_leader,write
107531,36479,708,entity_leader,write
107532,36564,295,contact,write
107533,36520,296,entity_leader,write
107534,57827,296,entity_leader,write
107535,36655,296,entity_leader,write
107536,36622,296,entity_leader,write
107537,36619,296,entity_leader,write
107538,84783,296,entity_leader,write
107539,36606,296,entity_leader,write
107540,36511,296,entity_leader,write
107541,36607,296,entity_leader,write
107542,36618,296,entity_leader,write
107543,36640,296,entity_leader,write
107544,36605,296,entity_leader,write
107545,36620,296,entity_leader,write
107546,36507,296,entity_leader,write
107547,36614,296,entity_leader,write
107548,36396,296,entity_leader,write
107549,36506,296,entity_leader,write
107550,58101,296,entity_leader,write
107551,36474,296,entity_leader,write
107552,36481,296,entity_leader,write
107553,94787,296,entity_leader,write
107554,36480,296,entity_leader,write
107555,36483,296,entity_leader,write
107556,36608,296,entity_leader,write
107557,36613,296,entity_leader,write
107558,36604,296,entity_leader,write
107559,84890,296,entity_leader,write
107560,84865,296,entity_leader,write
107561,36611,296,entity_leader,write
107562,36610,296,entity_leader,write
107563,36609,296,entity_leader,write
107564,100797,296,entity_leader,write
107565,80974,296,entity_leader,write
107566,36512,296,entity_leader,write
107567,36514,296,entity_leader,write
107568,36601,296,entity_leader,write
107569,36521,296,entity_leader,write
107570,36509,296,entity_leader,write
107571,36645,297,contact,write
107572,36635,297,maker,read
107573,86612,297,,write
107574,36552,298,contact,write
107575,36458,298,,read
107576,36459,298,,read
107577,36462,298,,read
107578,36555,298,contact,write
107579,36553,298,contact,write
107580,36554,298,,read
107581,36562,298,,read
107582,36523,298,,read
107583,36656,298,,read
107584,36536,298,,read
107585,36532,298,,read
107586,36519,298,,read
107587,36531,298,,read
107588,68390,298,,read
107589,36537,298,,read
107590,36378,298,,read
107591,36377,298,,read
107592,36563,298,,read
107593,66218,298,,read
107594,67334,298,,read
107595,36454,298,,read
107596,36385,298,,read
107597,36535,298,,read
107598,67379,298,,read
107599,36534,298,,read
107600,36375,298,,read
107601,36564,298,,read
107602,36567,298,,read
107603,36461,298,,read
107604,36457,298,,read
107605,80169,298,,read
107606,36566,298,,read
107607,36568,298,,read
107608,72346,298,,read
107610,36552,956,,read
107611,36458,956,team_leader,write
107612,36459,956,team_leader,write
107613,36462,956,team_leader,write
107614,36555,956,,read
107615,36553,956,,read
107616,36554,956,,read
107617,36562,956,,read
107618,36523,956,,read
107619,36656,956,,read
107620,36536,956,,read
107621,36532,956,,read
107622,36519,956,,read
107623,36531,956,,read
107624,68390,956,,read
107625,36537,956,,read
107626,36378,956,,read
107627,36377,956,,read
107628,36563,956,,read
107629,66218,956,,read
107630,67334,956,,read
107631,36454,956,,read
107632,36385,956,,read
107633,36535,956,,read
107634,67379,956,,read
107635,36534,956,,read
107636,36375,956,,read
107637,36564,956,team_leader,write
107638,36567,956,team_leader,write
107639,36461,956,team_leader,write
107640,36457,956,team_leader,write
107641,80169,956,,read
107642,36566,956,team_leader,write
107643,36568,956,,read
107644,72346,956,,read
107645,36552,300,,read
107646,36458,300,,read
107647,36459,300,,read
107648,36462,300,,read
107649,36555,300,,read
107650,36553,300,,read
107651,36554,300,maker,read
107652,36562,300,maker,read
107653,36523,300,maker,read
107654,36656,300,contact,write
107655,36536,300,maker,read
107656,36532,300,maker,read
107657,36519,300,maker,read
107658,36531,300,maker,read
107659,68390,300,maker,read
107660,36537,300,maker,read
107661,36378,300,maker,read
107662,36377,300,maker,read
107663,36563,300,maker,read
107664,66218,300,maker,read
107665,67334,300,,read
107666,36454,300,,read
107667,36385,300,,read
107668,36535,300,,read
107669,67379,300,,read
107670,36534,300,,read
107671,36375,300,,read
107672,36564,300,,read
107673,36567,300,,read
107674,36461,300,,read
107675,36457,300,,read
107676,80169,300,,read
107677,36566,300,,read
107678,36568,300,,read
107679,72346,300,,read
107680,36574,773,financial_leader,write
107681,36471,773,financial_leader,write
107682,36493,773,financial_leader,write
107683,36572,773,financial_leader,write
107684,36391,773,financial_leader,write
107685,36573,773,financial_leader,write
107686,36492,773,financial_leader,write
107687,36576,773,financial_leader,write
107688,79306,773,financial_leader,write
107689,36578,773,financial_leader,write
107690,94087,773,financial_leader,write
107691,36390,773,financial_leader,write
107692,36575,773,financial_leader,write
107693,36468,773,financial_leader,write
107694,36397,773,financial_leader,write
107695,36394,773,financial_leader,write
107696,36561,773,financial_leader,write
107697,36525,773,financial_leader,write
107698,101156,773,financial_leader,write
107699,36436,773,financial_leader,write
107700,36444,773,financial_leader,write
107701,101276,773,financial_leader,write
107702,36455,773,financial_leader,write
107703,36570,773,financial_leader,write
107704,36443,773,financial_leader,write
107705,36456,773,financial_leader,write
107706,79314,773,financial_leader,write
107707,101486,773,financial_leader,write
107708,36569,773,financial_leader,write
107709,101197,773,financial_leader,write
107710,36571,773,financial_leader,write
107711,36577,773,financial_leader,write
107712,79696,773,financial_leader,write
107713,80061,773,financial_leader,write
107714,36580,773,financial_leader,write
107715,36654,301,financial_leader,write
107716,79352,301,financial_leader,write
107717,69929,301,financial_leader,write
107718,36440,301,financial_leader,write
107719,94633,301,financial_leader,write
107720,94683,301,financial_leader,write
107721,36491,301,financial_leader,write
107722,94658,301,financial_leader,write
107723,36489,301,financial_leader,write
107724,94587,301,financial_leader,write
107725,94609,301,financial_leader,write
107726,36600,301,financial_leader,write
107727,94704,301,financial_leader,write
107728,36430,301,financial_leader,write
107729,36488,301,financial_leader,write
107730,36441,301,financial_leader,write
107731,36487,301,financial_leader,write
107732,36603,301,financial_leader,write
107733,36486,301,financial_leader,write
107734,36490,301,financial_leader,write
107735,79322,301,financial_leader,write
107736,36392,301,financial_leader,write
107737,36437,301,financial_leader,write
107738,36438,301,financial_leader,write
107739,36439,301,financial_leader,write
107740,36387,301,financial_leader,write
107741,36388,301,financial_leader,write
107742,36389,301,financial_leader,write
107743,62932,301,financial_leader,write
107744,67506,301,financial_leader,write
107745,68325,301,financial_leader,write
107746,36648,301,financial_leader,write
107747,62666,301,financial_leader,write
107748,36615,301,financial_leader,write
107749,59899,301,financial_leader,write
107750,36435,301,financial_leader,write
107751,36395,301,financial_leader,write
107752,36393,301,financial_leader,write
107753,67672,301,financial_leader,write
107754,59469,301,financial_leader,write
107755,36386,301,financial_leader,write
107756,36433,301,financial_leader,write
107757,36465,301,financial_leader,write
107758,36432,301,financial_leader,write
107759,36467,301,financial_leader,write
107760,36466,301,financial_leader,write
107761,36499,302,contact,write
107762,36500,302,contact,write
107763,36496,302,contact,write
107764,36494,302,contact,write
107765,36495,302,contact,write
107766,36574,467,financial_leader,write
107767,36471,467,financial_leader,write
107768,36493,467,financial_leader,write
107769,36572,467,financial_leader,write
107770,36391,467,financial_leader,write
107771,36573,467,financial_leader,write
107772,36492,467,financial_leader,write
107773,36576,467,financial_leader,write
107774,79306,467,financial_leader,write
107775,36578,467,financial_leader,write
107776,94087,467,financial_leader,write
107777,36390,467,financial_leader,write
107778,36575,467,financial_leader,write
107779,36468,467,financial_leader,write
107780,36397,467,contact,write
107781,36394,467,contact,write
107782,36561,467,contact,write
107783,36525,467,financial_leader,write
107784,101156,467,financial_leader,write
107785,36436,467,financial_leader,write
107786,36444,467,financial_leader,write
107787,101276,467,financial_leader,write
107788,36455,467,financial_leader,write
107789,36570,467,financial_leader,write
107790,36443,467,financial_leader,write
107791,36456,467,financial_leader,write
